Candidate ID,Name,Job Description,Experience,Skills,Education,Score
56,Candidate 56,looking for a golang developer with backend experience and scalability expertise,Software Engineer at Red Hat (Mar 2021 to N/A)  | Software Engineer at HP (Jan 2020 to Mar 2021)  | Embedded Software Engineer at Luminator Technology Group (Dec 2018 to Dec 2019)  | Accounting Assistant at Escritório Confidenza (Apr 2013 to Nov 2018)  | Computer Maintenance at EBI Informática (Feb 2011 to Mar 2013),Not Provided,"Computer Science at Universidade do Vale do Rio dos Sinos (Jan 2020 to Jan 2023)  |  E-Business and Revolution at California State University, Northridge (Jan 2018 to Jan 2018)  |  Ciencia Da Computação, Ciência Da Computação at University of Caxias do Sul (Jan 2017 to Jan 2019)",16.2
57,Candidate 57,looking for a golang developer with backend experience and scalability expertise,Líder Técnico at Bio Ritmo Academia (Oct 2018 to N/A)  | Proprietário at Vixbiz (N/A to N/A)  | Professor at Escola Contec (N/A to N/A)  | Analista De Sistemas at Netsimples (N/A to N/A),Not Provided,Bacharel Sistemas De Informação at Universidade de Vila Velha - UVV (Jan 2005 to Dec 2008)  | Iftl  at São Paulo State Technological College (N/A to N/A),10.2
58,Candidate 58,looking for a golang developer with backend experience and scalability expertise,Quality Assurance Analyst Remote at Take2 It Consulting (Aug 2023 to N/A)  | Program Analyst Remote at CSSI (Jun 2023 to Jul 2023)  | Quality Assurance Analyst Remote at Take2 It Consulting (Oct 2021 to Jun 2023)  | Application Support Specialist Remote at Fannie Mae (Jul 2020 to Dec 2020),Not Provided,Bachelor'S Science and Computer Science at Virginia Commonwealth University (N/A to May 2019),15.0
59,Candidate 59,looking for a golang developer with backend experience and scalability expertise,Tutors at Diploma in Management of Sports Entities (Jan 2023 to Jan 2024)  | Operations Coordinator at Pereira (Nov 2021 to Apr 2024),Microsoft Excel|Communication|Oral Communication|Interpersonal Skills|Business-to-Business (B2B)|Sales Processes,Not Provided,6.9
60,Candidate 60,looking for a golang developer with backend experience and scalability expertise,Junior Sqa Engineer at Workpay (Jan 2023 to N/A)  | Mckinsey Forward Program at McKinsey Academy (N/A to N/A)  | Certified Public Accountant at Kenya Accountants and Secretaries National (N/A to N/A)  | Software Quality Assurance Intern at Workpay (N/A to N/A)  | Software Quality Assurance Intern at Portnov Computer School (N/A to N/A),Not Provided,Bachelor Accounting at Catholic University of Eastern Africa (N/A to Dec 2013),17.37
61,Candidate 61,looking for a golang developer with backend experience and scalability expertise,Quality Assurance Analyst at  (Nov 2023 to N/A)  | Quality Assurance Automation Engineer at Acrelec (May 2022 to Oct 2023)  | Quality Assurance Engineer at Avaya (Aug 2021 to Mar 2022)  | Quality Assurance Analyst at Vetta SMS Group (Nov 2020 to Aug 2021)  | Quality Assurance Analyst at TOTVS (Mar 2020 to Nov 2020)  | Test Automation Engineer at Unisys (Apr 2019 to Feb 2020)  | Test Engineer at Ericsson (Jan 2018 to Feb 2019)  | Tester at Appen (Jul 2017 to Jan 2018)  | Tester at Lionbridge (Feb 2015 to Jun 2017)  | Test Analyst at Squadra Tecnologia (Sep 2012 to Jan 2015)  | Test Analyst at IBM (Jan 2008 to Aug 2012)  | Trainee Php Developer at 2XT Tecnologia (May 2007 to Dec 2007),Not Provided,Software Engineering at University Center of Belo Horizonte (N/A to N/A)  | Master of Business Administration International Business Administration at University Center of Belo Horizonte (N/A to N/A),30.58
62,Candidate 62,looking for a golang developer with backend experience and scalability expertise,Luxury Cosmetics Brand at KamaAyurveda (Feb 2021 to Jun 2023),Not Provided,Bachelor of Science Computer Application at Aligarh Muslim University (N/A to Dec 2013),3.0
63,Candidate 63,looking for a golang developer with backend experience and scalability expertise,Marketing Coordinator at Maria Soto Mortgage. Real Estate (Mar 2024 to N/A)  | Marketing Analyst at SEOS Energy. Residential Solar Energy Fintech (Oct 2022 to N/A)  | Sales Representative at Sunrun (Sep 2019 to Jun 2022),Sales|Communication|Customer Relationship Management (CRM),Bachelor'S Environmental Sciences at Polytechnic University of Valencia (N/A to Dec 2019)  | Bachelor'S Environmental Engineering at Sergio Arboleda University (N/A to Dec 2022),10.8
64,Candidate 64,looking for a golang developer with backend experience and scalability expertise,Operador De Servicio at PEDIDOS YA (May 2024 to Jun 2024)  | Analista Qa at QANOVA (Jul 2022 to Feb 2024)  | Especialista De Productos Ti at FEBRE 2021 BANCO ESTADO (Jan 2020 to N/A)  | Especialista De Productos Ti at BANCO ITAU (Jan 2018 to Dec 2019)  | Venezuela Especialista De Qa at BANCO BANESCO (Jan 2017 to Dec 2018)  | Analista Funcional at UNISEGUROS (Jan 2015 to Jul 2016)  | Venezuela Analista Calidad at VIVIR SEGUROS (Jan 2011 to May 2015)  | Venezuela Consultor at BANCARIBE (Jan 2011 to Sep 2011)  | Venezuela Consultor De Procesos at SEGUROS CONSTITUCION (Jan 2009 to May 2011)  | Venezuela Consultor De Procesos at SEGUROS LA PREVISORA (Jan 2006 to Jun 2009)  | Mensajero Externo at GRUPO ZOOM (Jan 2005 to Dec 2006)  | Venezuela Operador De Call Center at ATENTO (Jan 2005 to Dec 2006),Quality Assurance|Organization Skills,"Licenciado Administración at Experimental Simón Rodríguez ""UNESR (N/A to N/A)",30.0
65,Candidate 65,looking for a golang developer with backend experience and scalability expertise,Weelo at BEE AGENCY JSC (Apr 2020 to May 2020)  | Software Engineer at TITLE (N/A to N/A),Not Provided,Not Provided,5.4
66,Candidate 66,looking for a golang developer with backend experience and scalability expertise,Senior Software Engineer at Qapitol QA (Mar 2020 to N/A)  | Office Ride at Ford Motor (Mar 2020 to Nov 2020),Not Provided,Bachelor of Engineering Electronics Engineering at Kalyani Government Engineering College (Mar 2006 to Apr 2010),6.3
67,Candidate 67,looking for a golang developer with backend experience and scalability expertise,Senior Consultant at PROTIVITI (Feb 2024 to N/A)  | Test Engineer at PROTIVITI- EMKAN Finance (Sep 2021 to Jan 2022)  | Senior Software Engineer at PANDOCORP - HACH CHEMICALS (Apr 2021 to Aug 2021)  | Senior Software Engineer at PANDOCORP - Pando Application (Aug 2020 to Mar 2021)  | Associate Analyst at WIPRO- Your Benefit Resource (Oct 2018 to Jul 2020),Not Provided,Not Provided,18.3
68,Candidate 68,looking for a golang developer with backend experience and scalability expertise,Senior Ux and Ui Designer at Slide UX (Dec 2023 to N/A)  | Senior Ux and Product Designer at Nerdery (Apr 2019 to Nov 2021),Not Provided,Bachelor of Fine Arts Communication Design at Texas State University (Jun 2010 to Dec 2014),10.63
69,Candidate 69,looking for a golang developer with backend experience and scalability expertise,Not Provided,Not Provided,Not Provided,0.6
70,Candidate 70,looking for a golang developer with backend experience and scalability expertise,Ejecutiva Comercial at Scotiabank Colpatria (Jan 2018 to Dec 2020),Microsoft Excel|Sales|Communication|Customer Relationship Management (CRM),Not Provided,3.0
71,Candidate 71,looking for a golang developer with backend experience and scalability expertise,Vice-Presidente at Fundación F.I.J.A.T.E (Jan 2015 to Dec 2017)  | Partner Development Specialist at ESCALA Saas (N/A to N/A)  | Consejero Vocacional at Pre Univeristario Social UCN (N/A to N/A),Microsoft Excel|Financial Services|Social Media|Customer Relationship Management (CRM)|Lead Qualification|Business-to-Business (B2B),Curso Social at Andrés Bello National University (Jan 2020 to Dec 2022)  | Uvm Growth Specialist at ESCALA Saas (Jan 2015 to Dec 2017)  |  Social at AIEP Modalidad Online (N/A to N/A)  | Diploma Gestión De Talento Humano at Polytechnic University of Catalonia (N/A to Dec 2022),9.0
72,Candidate 72,looking for a golang developer with backend experience and scalability expertise,Quality Assurance Analyst at Bank of America (Mar 2023 to Oct 2023)  | Quality Assurance Analyst at SEI Investments (Jun 2021 to Dec 2022)  | Quality Assurance Analyst at Bloomberg (Jan 2006 to Apr 2017)  | Quality Assurance Analyst at SEI Investments (Dec 2004 to Jan 2006)  | Quality Assurance Analyst at GMAC Insurance (Aug 2003 to Nov 2004)  | Quality Assurance Analyst at GTECH (Jan 2003 to Jul 2003)  | Quality Assurance Analyst at Lucent Technologies (Jul 2001 to Dec 2002)  | Financial Reporting Quality Assurance Analyst at  (Feb 2001 to Jun 2001)  | Quality Assurance Analyst at Mergers and Acquisitions (Jan 1999 to Aug 1999)  | Quality Assurance Analyst at Process and Systems Integration (Jul 1998 to Jul 1999)  | Quality Assurance Analyst at The Prudential Life Insurance (Feb 1996 to Jun 1998)  | Field Training Consultant at  (Feb 1995 to Jan 1996)  | Customer Service Manager at Dynepco (Dec 1992 to Jan 1995)  | Technical Sales Representative at Union Carbide (Jan 1990 to Nov 1992)  | Captive Sales Agent at The Metropolitan Life Insurance (Jan 1987 to Dec 1989),Not Provided,"at University, Morgantown (Jan 1984 to Dec 1985)  | Bachelor of Arts Political Science at Ohio State University (N/A to Dec 1983)  | Certificate Computer Programming at IBM Object Technology University (N/A to Dec 1995)  | Certificate Information Technology, Leadership and Development at The Chubb Institute (N/A to Dec 1997)  | Sap Lucent In at Mercury Interactive - Indus Consulting Group (N/A to Dec 1997)",30.97
73,Candidate 73,looking for a golang developer with backend experience and scalability expertise,Ingeniero Qa at EVERTEC (Apr 2023 to N/A)  | Ingeniero Qa at EMPRESAS GASCO (Jul 2021 to Mar 2023)  | Ingeniero Qa at INNOVASOFT (Jun 2019 to Jul 2021),Not Provided,Ingeniería Informática Y at Tecnológica de Chile INACAP (Jan 2015 to Dec 2018),8.7
74,Candidate 74,looking for a golang developer with backend experience and scalability expertise,Ucla- Universidad Centro Occidental at XEPELIN (Jul 2022 to Jun 2024)  | Software Engineer at Equifax by 23People (Oct 2018 to Feb 2019)  | Quality Assurance at ANDAIN (Mar 2018 to Sep 2018)  | Software Engineer at 23People (Jan 2018 to Feb 2022)  | Software Engineer at Arkiteck (Oct 2017 to Feb 2018)  | Analista De Sistemas at Ingeniería en informatica (Jan 2014 to Dec 2016),Quality Assurance|Microsoft Azure,Istqb Modern Languages at Kanba Systems Desing (N/A to N/A),19.8
75,Candidate 75,looking for a golang developer with backend experience and scalability expertise,Sales Manager at Proxy Medical (Oct 2002 to N/A)  | Financial Advisor at Alternativas de Inversión (Mar 2002 to Aug 2002)  | Financial Advisor at American Express Financial Advisors (Aug 2001 to Feb 2002),Microsoft Excel|Sales|English|Market Research|Sales Processes,High School Business Administration at University of Reading (May 1999 to Aug 1999)  |   at Gimnasio Campestre (N/A to Dec 1992)  |   at University of St. Thomas (Minnesota) (N/A to May 2000)  |  International Studies at University of St. Thomas (Minnesota) (N/A to May 2000)  | Master Business at University of St. Thomas (Minnesota) (N/A to May 2001),10.2
76,Candidate 76,looking for a golang developer with backend experience and scalability expertise,Not Provided,Problem Solving|JavaScript|QA Automation|React.js,Not Provided,0.6
77,Candidate 77,looking for a golang developer with backend experience and scalability expertise,Senior Software Engineer at JPMorgan Chase & Co. (Sep 2023 to N/A)  | Senior Software Engineer at will bank (Jul 2022 to Sep 2023)  | Senior Software Engineer at Zé Delivery (Sep 2021 to Jul 2022)  | Software Engineer at Objective (Oct 2020 to Sep 2021)  | Back End Engineer at Hilab (May 2020 to Oct 2020)  | Back End Engineer at OmniChat (Jun 2019 to May 2020)  | Full Stack Developer at SWA Sistemas (Jun 2018 to Jul 2019)  | Java Software Developer at CNPq (Dec 2016 to Jul 2019)  | Full Stack Developer at Digitaldoc (Sep 2016 to Dec 2017)  | Rails Developer at See Marketing e Design (Sep 2015 to Sep 2016)  | Software Developer at Parque Tecnológico Itaipu - Brasil (Sep 2014 to Sep 2015)  | C# Developer at Parque Tecnológico Itaipu - Brasil (Jan 2013 to Sep 2014),Not Provided,Bachelor Computer Science at Federal University of Technology – Paraná (Jan 2016 to Jan 2019),32.98
78,Candidate 78,looking for a golang developer with backend experience and scalability expertise,Senior Back End Developer at ília (Mar 2024 to N/A)  | Development Lead at Shaw and Partners (Dec 2022 to Feb 2024)  | Developer at Shaw and Partners (Jul 2022 to Feb 2024)  | Developer at One Plus Group / Digital INT / Digital DEV (Feb 2021 to Aug 2022)  | Software Engineer Trainee at One Plus Group / Digital INT / Digital DEV (Sep 2020 to Feb 2021),Not Provided,Associate'S Degree System Analysis and Development at Pontifical Catholic University of Goiás (Jan 2021 to Dec 2024),34.86
79,Candidate 79,looking for a golang developer with backend experience and scalability expertise,Desempleado at Dirplan (Aug 2017 to N/A),JavaScript|React.js,Ingeniería Informática at INACAP (Jan 2017 to Jan 2018)  |  Analista Programador at inacap (Jan 2015 to Jan 2017)  |  Traducción E Interpretación at Temuco Catholic University (Jan 2006 to Jan 2010),2.1
80,Candidate 80,looking for a golang developer with backend experience and scalability expertise,Test Specialist at Data Recognition (Apr 2024 to N/A)  | Software Quality Assurance Analyst at SmartLogic (Nov 2023 to Mar 2024)  | Sales Development Representative at Limble CMMS (Sep 2022 to Mar 2023)  | Management at Bozzuto Group / GMH Communities (Oct 2016 to Mar 2019),Not Provided,"Bachelor of Science Community Health at University of Maryland, College Park (N/A to N/A)",13.8
81,Candidate 81,looking for a golang developer with backend experience and scalability expertise,Quality Analyst at THOUGHTWORKS (Jan 2022 to Dec 2023),Not Provided,Abogado at Diego Portales University (N/A to Dec 2016),2.7
82,Candidate 82,looking for a golang developer with backend experience and scalability expertise,Tester at Global Business IT (N/A to N/A),Not Provided,Not Provided,2.4
83,Candidate 83,looking for a golang developer with backend experience and scalability expertise,Digital Marketing Leader at Lean Solutions Group (Jan 2022 to Jul 2022),English|Communication,Not Provided,3.6
84,Candidate 84,looking for a golang developer with backend experience and scalability expertise,Salesforce Quality Assurance Agile at Latam (Jan 2022 to May 2022)  | Salesforce Quality Assurance Agile - Client at Abbot (Feb 2021 to Apr 2022)  | Salesforce Quality Assurance Agile at BCI Bank (Feb 2021 to Mar 2022)  | Salesforce Quality Assurance Agile at GDM Arg (Jan 2021 to Feb 2022)  | Quality Assurance Analyst at Tata Consultancy Services (Jul 2020 to May 2021)  | Quality Assurance Analyst at Tata Consultancy Services (Jun 2019 to Jun 2020)  | Quality Assurance Analyst at Tata Consultancy Services (Oct 2018 to May 2019)  | Quality Assurance Analyst at Tata Consultancy Services (Feb 2018 to Oct 2018)  | Quality Assurance Analyst at Tata Consultancy Services (Sep 2017 to Jan 2018)  | Quality Assurance Analyst at Tata Consultancy Services (Jun 2016 to Sep 2017)  | Quality Assurance Analyst at Tata Consultancy Services (Feb 2013 to May 2015)  | Quality Assurance Analyst at Bice Bank (Mar 2012 to Nov 2013)  | Quality Assurance Analyst at Tuxpan ENGINEERING (Mar 2011 to Nov 2011)  | Quality Assurance Analyst at Xinergia Laboral (Jan 2011 to Feb 2011)  | Testing Analyst at IT PEOPLE- IBM-Banco BCI (Aug 2010 to Dec 2011)  | Salesforce Quality Assurance Agile at Sancor Salud (N/A to N/A),Not Provided,Computer Science at Andrés Bello National University (Mar 2007 to Mar 2011),30.0
